Subject:	S1111
Project:	BesteRTMusic
Time:	2015-03-31_11-11-55

Matlab_now	Increasing Marker	BoxyTime	Marker	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8
40584.700	0	3630.946	0	1899.000	512.200	144.200	38.640	1405.000	384.400	99.320	24.170	232.600	59.990	17.750	5.775	417.100	109.500	32.290	11.770	
40584.748	0	3631.010	0	1902.000	510.400	144.200	38.820	1402.000	384.500	99.360	24.330	229.800	59.840	17.710	5.765	418.200	109.800	32.380	11.800	
40584.762	0	3631.094	0	1898.000	510.900	144.700	38.990	1403.000	385.000	99.400	24.240	232.600	59.730	17.770	5.764	418.400	109.600	32.290	11.840	
40584.888	0	3631.178	0	1903.000	512.100	144.800	38.880	1403.000	384.400	99.290	24.290	231.400	59.410	17.780	5.779	418.800	109.700	32.420	11.850	
40585.001	0	3631.262	0	1908.000	514.300	144.900	38.810	1408.000	384.400	99.620	24.320	230.800	59.810	17.710	5.794	419.600	110.200	32.370	11.840	
40585.117	0	3631.346	0	1900.000	512.500	145.200	38.960	1402.000	385.800	99.700	24.290	231.100	60.050	17.780	5.779	419.400	110.100	32.360	11.830	
40585.213	0	3631.430	0	1910.000	512.300	145.200	38.780	1404.000	383.500	99.120	24.230	231.300	59.630	17.730	5.758	418.300	109.800	32.250	11.790	
40585.226	0	3631.514	0	1897.000	511.400	144.900	38.590	1402.000	384.100	99.000	24.230	232.200	59.640	17.690	5.752	417.700	109.400	32.260	11.760	
40585.335	0	3631.577	0	1900.000	509.800	144.300	38.820	1401.000	384.600	99.320	24.230	231.500	59.580	17.700	5.786	417.700	109.400	32.240	11.770	
40585.432	0	3631.661	0	1901.000	510.400	144.700	38.750	1403.000	383.400	99.230	24.290	233.400	59.600	17.680	5.778	417.400	109.400	32.350	11.770	
40585.591	0	3631.766	0	1899.000	508.200	144.100	38.700	1404.000	384.600	99.410	24.240	231.000	59.690	17.840	5.774	417.700	109.300	32.340	11.840	
40585.623	0	3631.830	0	1895.000	511.500	145.000	38.930	1402.000	384.700	99.310	24.230	231.900	59.610	17.740	5.780	418.300	110.100	32.360	11.880	
40585.637	0	3631.912	0	1896.000	515.200	144.900	38.760	1402.000	385.000	99.190	24.260	232.000	59.790	17.840	5.807	419.200	110.000	32.360	11.830	
40585.751	0	3631.996	0	1902.000	512.000	144.600	38.990	1400.000	384.400	99.340	24.240	233.000	59.680	17.810	5.765	418.100	109.600	32.210	11.770	
40585.863	0	3632.081	0	1900.000	509.200	144.200	38.650	1399.000	383.600	99.630	24.280	230.900	59.850	17.730	5.791	416.700	109.500	32.210	11.700	
40585.975	0	3632.207	0	1895.000	508.000	144.400	38.570	1401.000	383.900	99.450	24.350	230.500	59.690	17.710	5.797	415.700	109.300	32.210	11.720	
40586.072	0	3632.291	0	1893.000	506.500	144.600	38.670	1400.000	384.200	99.210	24.330	232.000	59.710	17.840	5.812	417.800	109.600	32.300	11.760	
40586.085	0	3632.375	0	1900.000	510.000	144.500	38.740	1399.000	384.200	99.000	24.220	231.400	59.650	17.850	5.790	417.200	109.500	32.230	11.770	
40586.194	0	3632.438	0	1902.000	508.300	144.300	38.950	1399.000	383.600	99.610	24.260	233.100	59.780	17.780	5.760	417.700	109.900	32.350	11.780	
40586.290	0	3632.543	0	1903.000	512.200	144.800	38.790	1402.000	384.000	99.200	24.390	231.700	59.660	17.880	5.792	418.500	109.900	32.430	11.860	
40586.391	0	3632.606	0	1894.000	513.800	145.000	38.780	1400.000	384.200	99.160	24.220	230.900	59.550	17.790	5.818	417.600	109.700	32.340	11.780	
40586.432	0	3632.690	0	1897.000	509.900	144.200	38.700	1399.000	384.000	99.300	24.200	229.400	59.470	17.740	5.790	416.300	109.300	32.230	11.710	
40586.445	0	3632.774	0	1901.000	509.600	143.700	38.550	1401.000	383.900	99.300	24.260	228.700	59.360	17.680	5.793	414.500	109.100	32.090	11.750	
40586.607	0	3632.858	0	1899.000	510.500	144.200	38.540	1399.000	383.200	99.560	24.250	230.400	59.430	17.620	5.808	416.200	109.200	32.090	11.750	
40586.624	0	3632.943	0	1895.000	507.600	144.600	38.660	1399.000	382.800	99.240	24.330	229.800	59.320	17.760	5.774	415.900	109.500	32.130	11.780	
40586.787	0	3633.027	0	1894.000	506.900	144.000	38.580	1397.000	382.700	99.190	24.260	230.400	59.590	17.740	5.830	416.400	109.400	32.200	11.780	
40586.835	0	3633.111	0	1896.000	507.600	144.700	38.690	1395.000	384.000	99.500	24.250	230.600	59.480	17.760	5.806	416.200	109.600	32.160	11.790	
40586.934	0	3633.194	0	1903.000	509.200	145.000	38.720	1397.000	382.600	98.970	24.350	231.300	59.730	17.820	5.817	414.700	109.800	32.350	11.860	
40587.050	0	3633.257	0	1890.000	507.300	143.900	38.640	1399.000	382.600	98.690	24.180	231.300	59.330	17.700	5.796	415.200	109.000	32.110	11.750	
40587.147	0	3633.404	0	1894.000	505.900	143.200	38.550	1398.000	382.400	98.780	24.180	231.100	59.240	17.720	5.791	416.700	108.900	32.010	11.780	
40587.247	0	3633.467	0	1895.000	509.100	143.600	38.300	1396.000	382.300	98.720	24.210	230.200	59.390	17.670	5.830	417.000	108.800	32.100	11.750	
40587.260	0	3633.551	0	1889.000	507.700	144.000	38.390	1393.000	383.000	98.760	24.230	230.500	59.480	17.780	5.797	416.200	108.800	32.190	11.740	
40587.336	0	3633.635	0	1885.000	510.600	143.500	38.660	1392.000	384.200	98.490	24.220	230.400	59.580	17.760	5.834	417.000	109.400	32.300	11.770	
40587.397	0	3633.719	0	1892.000	509.200	144.300	38.670	1396.000	383.400	99.140	24.270	230.300	59.560	17.800	5.851	418.600	109.700	32.280	11.780	
40587.543	0	3633.803	0	1898.000	510.000	144.700	38.750	1402.000	383.200	99.240	24.250	230.600	59.600	17.860	5.852	419.800	109.900	32.300	11.830	
40587.655	0	3633.887	0	1896.000	511.700	144.600	38.770	1394.000	382.700	99.040	24.190	231.300	59.650	17.840	5.821	419.000	109.500	32.290	11.750	
40587.672	0	3633.971	0	1896.000	510.800	144.200	38.560	1396.000	383.000	98.940	24.270	232.200	59.730	17.830	5.830	416.400	109.400	32.200	11.700	
40587.779	0	3634.056	0	1891.000	508.100	143.700	38.530	1396.000	383.000	98.770	24.130	229.100	59.490	17.720	5.837	417.400	108.600	32.120	11.730	
40587.891	0	3634.119	0	1893.000	511.000	144.000	38.570	1396.000	382.400	98.560	24.230	231.200	59.540	17.800	5.825	417.000	109.600	32.200	11.740	
40588.003	0	3634.203	0	1896.000	511.600	144.500	38.520	1398.000	383.500	98.590	24.190	231.800	59.590	17.810	5.827	417.100	108.800	32.070	11.770	
40588.110	0	3634.308	0	1899.000	508.500	143.700	38.650	1396.000	384.800	99.030	24.250	231.100	59.640	17.780	5.817	418.000	109.400	32.080	11.820	
40588.123	0	3634.371	0	1893.000	512.000	144.000	38.560	1401.000	384.300	98.930	24.230	230.500	59.470	17.860	5.853	418.200	109.800	32.290	11.800	
40588.232	0	3634.455	0	1896.000	510.000	144.600	38.790	1400.000	384.900	98.470	24.240	229.100	59.450	17.810	5.835	418.200	109.700	32.350	11.790	
40588.344	0	3634.581	0	1891.000	510.100	143.700	38.350	1398.000	383.400	98.610	24.190	230.000	59.370	17.760	5.817	415.900	109.300	32.160	11.750	
40588.451	0	3634.664	0	1900.000	511.600	143.900	38.530	1391.000	384.100	98.440	24.120	228.800	59.110	17.680	5.811	415.200	108.800	31.980	11.700	
40588.464	0	3634.727	0	1905.000	511.900	143.200	38.410	1399.000	383.600	97.580	24.010	228.400	58.910	17.770	5.833	413.800	108.200	31.920	11.750	
40588.571	0	3634.832	0	1917.000	512.300	141.800	38.370	1425.000	386.900	97.210	24.010	227.500	58.380	17.550	5.797	409.000	107.000	31.630	11.740	
40588.687	0	3634.916	0	1964.000	524.900	142.500	38.600	1439.000	390.600	98.010	24.180	229.300	58.090	17.520	5.796	407.000	107.500	31.810	11.770	
40588.700	0	3634.979	0	1973.000	528.200	144.100	38.840	1450.000	392.300	98.460	24.290	229.100	58.330	17.510	5.812	409.000	107.800	32.070	11.890	
40588.773	0	3635.064	0	1986.000	530.600	145.000	39.070	1452.000	394.000	98.730	24.300	232.000	58.490	17.570	5.847	410.400	108.500	32.190	11.930	
40588.897	0	3635.148	0	1986.000	530.200	145.500	39.320	1449.000	392.400	98.780	24.270	232.000	58.520	17.660	5.851	411.600	108.700	32.200	11.920	
40588.938	0	3635.232	0	1986.000	528.800	145.200	39.020	1446.000	392.100	98.740	24.300	232.500	58.800	17.670	5.869	410.600	108.100	32.170	11.790	
40589.038	0	3635.316	0	1984.000	529.400	145.300	39.020	1453.000	393.700	98.550	24.250	231.900	58.830	17.640	5.850	413.000	108.500	31.960	11.850	
40589.154	0	3635.400	0	1982.000	529.500	145.300	39.030	1451.000	392.900	98.730	24.280	232.900	58.860	17.710	5.841	411.800	108.500	32.080	11.820	
40589.266	0	3635.484	0	1988.000	527.200	145.200	39.030	1452.000	393.000	98.840	24.350	234.800	58.880	17.690	5.842	413.200	108.800	32.170	11.890	
40589.333	0	3635.568	0	1982.000	527.100	145.500	38.960	1446.000	393.900	99.230	24.240	232.900	58.990	17.790	5.891	414.400	108.700	32.270	11.930	
40589.352	0	3635.652	0	1977.000	526.700	144.700	39.220	1442.000	391.200	98.880	24.230	236.000	59.290	17.860	5.872	415.700	109.400	32.620	11.970	
40589.469	0	3635.778	0	1952.000	520.600	145.400	39.130	1420.000	387.000	98.610	24.220	234.000	60.030	18.000	5.918	421.200	110.900	32.780	11.930	
40589.552	0	3635.841	0	1931.000	513.600	144.100	38.740	1405.000	384.900	98.400	24.110	235.000	60.150	18.040	5.869	423.500	110.500	32.600	11.880	
40589.651	0	3635.926	0	1927.000	511.400	144.100	38.500	1400.000	383.600	98.400	24.010	234.700	60.240	18.000	5.897	422.700	110.000	32.610	11.900	
40589.764	0	3636.010	0	1912.000	512.300	144.200	38.510	1402.000	384.800	99.030	24.070	235.700	60.320	18.010	5.862	421.800	110.300	32.590	11.880	
40589.860	0	3636.094	0	1908.000	508.900	143.900	38.720	1401.000	383.000	98.850	24.080	233.600	60.330	17.970	5.876	422.000	110.500	32.620	11.910	
40589.961	0	3636.177	0	1912.000	509.800	144.000	38.630	1402.000	384.000	98.850	24.040	234.500	60.060	18.010	5.838	422.200	110.400	32.630	11.870	
40590.002	0	3636.261	0	1903.000	513.200	144.400	38.780	1400.000	383.600	99.150	24.100	234.700	60.150	18.010	5.858	422.700	110.500	32.570	11.900	
40590.043	0	3636.345	0	1909.000	509.600	144.100	38.790	1402.000	383.900	98.910	24.190	234.400	60.190	18.000	5.884	423.100	110.700	32.500	11.880	
40590.151	0	3636.429	0	1902.000	509.600	143.800	38.580	1401.000	383.500	98.910	24.030	233.600	60.000	17.910	5.805	420.300	109.900	32.340	11.760	
40590.252	0	3636.513	0	1897.000	508.500	143.300	38.320	1403.000	385.200	98.850	24.060	234.300	59.880	17.970	5.812	419.700	109.500	32.210	11.750	
40590.352	0	3636.597	0	1894.000	506.100	143.200	38.570	1402.000	384.100	98.890	24.040	233.100	59.900	17.940	5.812	419.100	109.400	32.250	11.690	
40590.365	0	3636.660	0	1894.000	505.500	143.400	38.350	1401.000	384.100	99.260	24.100	233.400	59.930	17.870	5.775	419.200	109.100	32.240	11.720	
40590.483	0	3636.744	0	1892.000	506.300	143.500	38.480	1402.000	385.200	99.150	24.120	234.500	59.940	17.820	5.792	420.100	109.000	32.300	11.740	
40590.583	0	3636.828	0	1893.000	508.100	143.500	38.710	1403.000	384.400	99.210	24.190	232.500	59.910	17.760	5.805	419.500	109.600	32.240	11.730	
40590.693	0	3636.954	0	1894.000	510.400	143.600	38.670	1406.000	385.000	99.030	24.090	233.000	59.770	17.820	5.797	420.200	109.500	32.320	11.770	
40590.809	0	3637.039	0	1901.000	508.400	143.200	38.560	1402.000	382.800	98.640	24.040	232.400	59.830	17.820	5.797	417.900	109.000	32.200	11.630	
40590.906	0	3637.123	0	1891.000	505.200	143.100	38.190	1403.000	384.400	98.860	24.140	230.300	59.570	17.770	5.748	418.500	108.400	32.060	11.600	
40590.972	0	3637.207	0	1880.000	503.800	142.600	38.350	1400.000	385.100	98.860	24.100	231.300	59.470	17.790	5.787	417.500	108.400	32.040	11.670	
40591.013	0	3637.270	0	1883.000	503.400	142.300	38.450	1401.000	384.100	98.730	24.210	232.900	59.420	17.770	5.783	416.700	108.400	32.040	11.650	
40591.112	0	3637.374	0	1883.000	506.400	142.500	38.420	1403.000	383.900	99.170	24.170	230.800	59.570	17.760	5.763	415.700	109.100	32.060	11.680	
40591.214	0	3637.458	0	1886.000	504.900	142.700	38.430	1399.000	384.400	98.820	24.180	231.600	59.770	17.820	5.769	417.200	108.900	32.160	11.730	
40591.227	0	3637.521	0	1887.000	505.400	143.100	38.580	1402.000	384.900	99.110	24.210	232.600	59.720	17.740	5.797	417.700	109.100	32.200	11.780	
40591.327	0	3637.605	0	1885.000	505.800	142.600	38.570	1400.000	385.100	99.150	24.060	231.000	59.920	17.790	5.759	416.100	108.800	32.130	11.650	
40591.427	0	3637.689	0	1885.000	506.200	142.900	38.270	1398.000	384.700	99.080	24.120	229.300	59.670	17.750	5.759	415.600	108.400	31.920	11.600	
40591.543	0	3637.773	0	1880.000	503.700	142.900	38.280	1402.000	384.000	98.960	24.160	232.700	59.820	17.730	5.773	416.000	108.700	31.930	11.690	
40591.640	0	3637.856	0	1884.000	505.000	142.900	38.460	1405.000	384.000	99.000	24.110	230.300	59.640	17.800	5.765	415.000	108.400	31.910	11.650	
40591.681	0	3637.940	0	1885.000	503.800	142.800	38.470	1406.000	385.100	99.070	24.140	229.800	59.770	17.720	5.777	416.200	108.400	32.090	11.640	
40591.722	0	3638.024	0	1886.000	505.300	143.200	38.490	1402.000	384.600	98.970	24.090	231.900	59.680	17.780	5.758	416.400	108.800	31.960	11.690	
40591.838	0	3638.108	0	1884.000	505.500	142.700	38.420	1396.000	384.800	99.240	24.150	232.200	59.840	17.740	5.785	416.100	108.900	32.080	11.670	
40591.907	0	3638.234	0	1884.000	505.900	143.000	38.410	1401.000	385.000	99.110	24.170	231.300	59.880	17.730	5.775	416.900	108.600	31.920	11.600	
40592.073	0	3638.319	0	1883.000	502.700	142.700	38.290	1398.000	384.100	98.850	24.160	230.600	59.670	17.720	5.767	416.000	108.200	31.940	11.640	
40592.172	0	3638.382	0	1879.000	503.100	141.800	38.260	1399.000	384.100	99.130	24.100	231.600	59.920	17.680	5.785	414.900	108.200	31.880	11.570	
40592.185	0	3638.466	0	1880.000	502.800	142.400	38.300	1404.000	383.800	98.900	24.210	231.100	59.590	17.730	5.789	413.300	108.400	31.850	11.610	
40592.289	0	3638.550	0	1879.000	505.800	142.800	38.340	1398.000	385.500	98.720	24.180	228.800	59.770	17.670	5.760	414.800	108.800	31.890	11.600	
40592.389	0	3638.634	0	1883.000	504.100	143.100	38.290	1397.000	384.600	99.170	24.170	229.000	59.790	17.760	5.788	414.800	108.600	32.010	11.690	
40592.489	0	3638.718	0	1884.000	504.400	142.800	38.410	1401.000	385.600	99.510	24.260	231.600	59.680	17.850	5.801	416.000	108.500	32.090	11.740	
40592.593	0	3638.802	0	1885.000	505.900	142.800	38.280	1400.000	384.800	98.920	24.190	232.400	59.890	17.810	5.810	414.000	108.100	31.920	11.640	
40592.606	0	3638.886	0	1876.000	501.500	141.400	38.220	1400.000	384.400	99.260	24.080	229.500	59.610	17.740	5.776	414.100	108.200	31.810	11.610	
40592.707	0	3638.970	0	1883.000	502.100	141.800	38.170	1405.000	384.500	98.790	24.210	231.600	59.640	17.670	5.784	413.100	108.200	31.850	11.660	
40592.823	0	3639.054	0	1879.000	505.200	141.500	38.300	1400.000	384.600	99.030	24.170	230.500	59.600	17.790	5.786	411.900	107.800	31.890	11.670	
40592.924	0	3639.138	0	1883.000	504.900	142.000	38.160	1401.000	384.600	99.310	24.240	231.100	59.540	17.690	5.783	412.200	107.700	31.920	11.640	
40592.937	0	3639.202	0	1887.000	505.100	142.700	38.190	1404.000	383.700	99.030	24.190	228.900	59.640	17.700	5.798	413.000	108.000	31.920	11.700	
40593.042	0	3639.286	0	1880.000	503.500	142.100	38.350	1405.000	385.300	98.850	24.230	230.800	59.570	17.750	5.806	413.100	108.100	31.920	11.730	
40593.148	0	3639.411	0	1887.000	505.300	142.200	38.270	1400.000	384.600	98.080	24.130	228.700	59.520	17.710	5.799	409.300	106.600	31.640	11.660	
40593.249	0	3639.495	0	1881.000	503.300	140.700	37.910	1395.000	380.900	97.360	24.030	228.600	58.920	17.650	5.826	404.700	105.900	31.500	11.700	
40593.349	0	3639.579	0	1878.000	500.900	140.100	37.850	1394.000	379.900	97.420	24.060	228.600	58.670	17.620	5.852	403.500	106.100	31.630	11.700	
40593.422	0	3639.663	0	1884.000	499.100	140.700	38.000	1391.000	382.800	98.200	24.060	228.200	58.790	17.660	5.887	403.700	106.100	31.690	11.800	
40593.463	0	3639.747	0	1890.000	501.300	141.000	38.180	1398.000	382.000	98.370	24.180	229.200	58.950	17.700	5.936	404.900	106.400	31.750	11.840	
40593.504	0	3639.810	0	1898.000	505.400	141.500	38.170	1406.000	383.800	98.870	24.130	230.800	59.080	17.860	5.910	406.100	107.000	31.810	11.900	
40593.604	0	3639.894	0	1905.000	506.300	141.600	38.370	1415.000	385.700	99.070	24.290	232.900	59.520	17.790	5.950	407.700	107.000	31.900	11.890	
40593.669	0	3639.999	0	1928.000	507.300	141.900	38.250	1415.000	384.500	99.060	24.160	231.600	59.470	17.920	5.933	406.100	106.800	31.790	11.850	
40593.732	0	3640.062	0	1914.000	507.600	141.800	38.210	1414.000	386.300	99.200	24.310	231.800	59.350	17.820	5.915	405.800	106.600	31.690	11.790	
40593.874	0	3640.146	0	1927.000	505.900	141.800	38.230	1423.000	388.200	99.820	24.390	231.700	59.570	17.850	5.929	408.300	107.300	31.960	11.800	
40593.987	0	3640.231	0	1928.000	512.500	142.800	38.290	1422.000	388.200	100.100	24.380	233.000	59.820	17.930	5.934	409.100	107.600	32.000	11.800	
40594.099	0	3640.315	0	1918.000	508.400	143.100	38.300	1418.000	387.700	99.980	24.500	234.400	60.350	18.050	5.961	414.100	108.300	32.110	11.800	
40594.204	0	3640.399	0	1908.000	508.300	143.200	38.470	1422.000	388.100	100.100	24.460	233.500	60.670	18.080	5.985	414.700	108.700	32.120	11.800	
40594.217	0	3640.483	0	1907.000	506.900	143.600	38.580	1421.000	389.100	100.500	24.560	235.200	60.730	18.110	5.915	416.700	109.100	32.150	11.780	
40594.329	0	3640.609	0	1899.000	507.500	143.700	38.310	1420.000	388.300	100.600	24.460	236.800	60.700	18.060	5.897	415.500	109.000	32.180	11.660	
40594.445	0	3640.693	0	1893.000	504.700	143.000	38.230	1419.000	389.300	101.000	24.560	234.800	60.600	18.070	5.895	416.400	107.900	31.840	11.620	
40594.514	0	3640.776	0	1886.000	506.000	142.900	38.210	1420.000	387.900	101.000	24.550	234.600	60.710	17.990	5.873	413.700	108.000	31.880	11.600	
40594.556	0	3640.839	0	1893.000	507.000	143.100	38.500	1421.000	389.900	101.000	24.540	235.500	60.660	18.010	5.844	415.500	108.300	31.790	11.620	
40594.662	0	3640.923	0	1891.000	504.900	142.900	38.370	1426.000	389.700	101.600	24.750	233.400	60.650	17.990	5.863	416.300	108.400	31.770	11.570	
40594.762	0	3641.007	0	1901.000	506.700	143.900	38.430	1427.000	389.600	101.100	24.710	234.600	60.790	18.000	5.846	415.400	108.500	31.940	11.680	
40594.863	0	3641.091	0	1899.000	509.200	143.400	38.510	1425.000	390.000	100.800	24.610	233.700	60.630	18.030	5.871	415.900	108.300	31.920	11.630	
40594.934	0	3641.175	0	1899.000	508.300	143.000	38.200	1421.000	390.100	100.400	24.460	234.500	60.730	17.960	5.804	415.400	108.100	31.670	11.570	
40594.975	0	3641.259	0	1893.000	506.500	142.700	38.170	1423.000	389.100	100.500	24.440	234.000	60.640	17.910	5.804	414.500	107.700	31.710	11.540	
40595.081	0	3641.344	0	1887.000	505.000	142.600	38.200	1421.000	388.700	100.300	24.540	233.400	60.650	17.910	5.840	415.300	107.500	31.830	11.500	
40595.182	0	3641.428	0	1893.000	505.000	142.300	38.240	1423.000	388.800	100.100	24.510	232.300	60.490	18.000	5.832	413.900	108.100	31.760	11.520	
40595.195	0	3641.491	0	1884.000	505.500	142.100	38.080	1417.000	389.500	99.690	24.490	234.600	60.500	17.860	5.849	414.300	108.000	31.710	11.520	
40595.312	0	3641.575	0	1895.000	509.000	142.100	38.250	1420.000	392.300	99.740	24.450	233.600	60.520	17.970	5.845	415.000	108.500	31.950	11.610	
40595.417	0	3641.680	0	1905.000	510.000	141.900	38.260	1419.000	391.900	99.430	24.510	233.200	60.550	17.950	5.809	415.200	108.400	31.980	11.580	
40595.507	0	3641.785	0	1901.000	510.200	141.700	38.030	1421.000	390.700	99.380	24.400	232.300	60.640	17.930	5.834	413.500	107.800	31.610	11.560	
40595.604	0	3641.869	0	1895.000	505.800	141.300	37.920	1418.000	389.200	99.540	24.340	235.400	60.360	17.900	5.847	412.100	107.800	31.570	11.480	
40595.704	0	3641.953	0	1896.000	505.900	141.400	37.840	1420.000	390.700	99.570	24.390	233.700	60.540	17.830	5.852	412.600	107.800	31.620	11.570	
40595.805	0	3642.037	0	1896.000	506.600	140.600	38.020	1420.000	390.000	99.770	24.330	232.700	60.610	17.890	5.881	413.900	107.700	31.600	11.520	
40595.873	0	3642.121	0	1893.000	506.100	141.400	37.960	1418.000	390.200	99.630	24.480	232.900	60.620	17.990	5.835	413.400	107.700	31.660	11.530	
40595.914	0	3642.204	0	1900.000	507.000	141.700	38.100	1421.000	390.400	99.310	24.440	232.800	60.780	17.990	5.882	413.800	108.000	31.780	11.640	
40596.032	0	3642.288	0	1897.000	508.900	142.000	38.200	1421.000	390.900	99.760	24.430	234.800	60.820	17.930	5.882	414.800	107.900	31.760	11.600	
40596.046	0	3642.351	0	1890.000	508.900	141.600	37.900	1418.000	389.600	99.220	24.430	233.700	60.470	17.830	5.862	414.400	107.500	31.550	11.520	
40596.104	0	3642.436	0	1899.000	506.000	140.800	37.860	1423.000	389.800	99.580	24.390	232.400	60.690	17.890	5.826	413.600	107.500	31.500	11.470	
40596.228	0	3642.520	0	1891.000	506.100	140.800	37.870	1420.000	390.400	99.200	24.420	233.100	60.490	17.960	5.857	413.800	107.400	31.500	11.500	
40596.326	0	3642.604	0	1895.000	504.400	140.800	37.840	1411.000	389.900	98.850	24.450	230.700	60.560	17.890	5.856	411.000	107.400	31.560	11.550	
40596.438	0	3642.688	0	1887.000	506.000	140.700	37.940	1417.000	389.900	99.220	24.390	233.100	60.130	17.890	5.865	409.800	107.300	31.490	11.580	
40596.550	0	3642.772	0	1905.000	509.400	141.000	37.990	1417.000	388.600	98.590	24.360	231.600	60.180	17.870	5.913	408.000	106.400	31.400	11.670	
40596.661	0	3642.856	0	1910.000	506.800	140.800	37.990	1421.000	389.200	98.890	24.430	229.800	59.720	17.880	5.909	404.200	106.300	31.340	11.680	
40596.674	0	3642.940	0	1913.000	505.900	141.000	37.970	1420.000	389.200	98.610	24.390	229.400	59.670	17.780	5.914	404.300	106.400	31.370	11.690	
40596.779	0	3643.066	0	1909.000	507.200	140.800	37.980	1422.000	389.400	99.340	24.430	233.400	59.910	17.810	5.917	406.300	106.300	31.480	11.620	
40596.945	0	3643.150	0	1911.000	507.300	140.700	37.930	1416.000	387.000	99.420	24.440	231.800	60.240	17.910	5.932	407.100	107.000	31.500	11.610	
40597.009	0	3643.213	0	1915.000	508.100	141.400	37.930	1420.000	387.900	99.500	24.510	233.900	60.270	18.010	5.936	408.400	107.200	31.700	11.610	
40597.023	0	3643.298	0	1908.000	506.400	141.400	37.900	1420.000	387.800	100.000	24.510	234.800	60.500	18.070	5.944	410.400	107.300	31.880	11.670	
40597.119	0	3643.382	0	1908.000	506.000	141.400	38.020	1418.000	388.700	100.300	24.590	233.500	60.570	18.170	5.965	410.900	107.300	31.770	11.650	
40597.235	0	3643.466	0	1905.000	506.800	142.800	38.090	1418.000	389.400	100.500	24.600	234.800	60.940	18.170	5.947	414.300	108.200	32.020	11.620	
40597.332	0	3643.550	0	1903.000	509.000	142.400	38.060	1415.000	388.500	100.800	24.630	237.700	61.310	18.250	5.936	417.400	109.000	32.030	11.560	
40597.368	0	3643.633	0	1899.000	507.100	142.200	38.110	1422.000	389.000	100.800	24.640	235.600	61.540	18.230	5.867	417.600	108.200	31.780	11.480	
40597.464	0	3643.717	0	1892.000	503.700	142.100	38.090	1420.000	390.400	101.500	24.630	236.700	61.360	18.100	5.861	417.100	108.800	31.700	11.400	
40597.477	0	3643.801	0	1897.000	510.300	142.400	38.140	1425.000	391.000	101.400	24.570	235.300	61.430	18.120	5.843	418.000	108.300	31.940	11.390	
40597.593	0	3643.885	0	1895.000	508.700	142.700	38.050	1422.000	391.000	100.700	24.620	236.700	61.350	18.050	5.817	418.300	109.100	31.740	11.430	
40597.696	0	3643.969	0	1899.000	506.900	142.700	38.040	1424.000	391.600	100.500	24.700	236.900	61.420	18.050	5.801	417.200	109.300	31.700	11.370	
40597.808	0	3644.032	0	1893.000	509.200	142.700	38.000	1428.000	391.700	100.900	24.620	237.000	61.250	17.980	5.794	417.300	108.800	31.760	11.410	
40597.920	0	3644.116	0	1895.000	510.800	142.500	38.080	1423.000	392.700	100.500	24.620	236.600	61.030	18.060	5.776	417.400	108.800	31.570	11.360	
40598.032	0	3644.242	0	1901.000	510.400	141.300	37.910	1431.000	394.500	100.200	24.610	237.000	61.160	17.940	5.767	416.200	108.700	31.460	11.280	
40598.045	0	3644.327	0	1908.000	512.100	141.100	37.860	1433.000	397.000	99.760	24.520	234.300	61.140	17.830	5.772	415.600	108.100	31.430	11.260	
40598.178	0	3644.411	0	1909.000	514.500	140.900	37.790	1435.000	397.800	99.320	24.480	232.200	60.820	17.800	5.737	413.800	108.000	31.280	11.280	
40598.227	0	3644.495	0	1915.000	516.700	140.900	37.890	1437.000	399.900	99.510	24.490	233.400	60.490	17.750	5.738	413.300	107.700	31.190	11.200	
40598.240	0	3644.579	0	1924.000	523.200	140.700	37.900	1449.000	406.900	99.110	24.290	234.500	60.540	17.620	5.695	413.200	107.800	30.980	11.140	
40598.369	0	3644.663	0	1953.000	538.900	140.600	37.670	1461.000	412.800	97.550	24.000	235.000	60.100	17.280	5.607	412.900	108.400	30.730	11.000	
40598.444	0	3644.747	0	1976.000	550.800	139.700	37.650	1477.000	417.600	97.010	23.760	240.700	60.920	17.080	5.506	425.900	111.200	30.540	10.690	
40598.535	0	3644.831	0	2014.000	567.000	138.300	37.180	1505.000	426.400	96.870	23.410	240.100	61.510	16.850	5.288	425.900	111.700	30.400	10.430	
40598.637	0	3644.894	0	2037.000	566.300	137.200	36.670	1491.000	418.000	95.660	23.220	240.800	61.490	16.710	5.215	425.100	111.000	29.990	10.340	
40598.738	0	3644.999	0	1992.000	542.300	134.000	36.170	1456.000	404.000	94.620	23.180	241.900	61.380	16.590	5.228	425.000	111.000	30.030	10.440	
40598.838	0	3645.061	0	1934.000	523.200	133.500	36.480	1423.000	392.500	95.750	23.560	241.600	61.550	16.780	5.318	424.200	110.500	30.330	10.620	
40598.851	0	3645.145	0	1891.000	518.500	135.600	36.870	1412.000	391.300	96.700	23.720	237.900	61.650	16.850	5.398	424.600	111.000	30.440	10.740	
40598.967	0	3645.229	0	1892.000	514.900	136.500	37.090	1408.000	391.200	97.220	23.810	237.600	61.420	16.990	5.417	422.800	110.100	30.650	10.790	
